Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
Piranha 3D,2010,"35, 27","Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",en,https://image.tmdb.org/t/p/w500/lMLS2OFBbNYMSB1ZbVp4q2S4zTU.jpg,5.4,Alexandre Aja,"Atmosphere Entertainment MM, Chako Film Company, Dimension Films, Aja / Levasseur Productions",
Komaram Puli,2010,"28, 80",Puli joins the police force since he wants to avenge his father's murder at the hands of Al Saleem. He gets an opportunity to bring Al Saleem to justice after he saves the life of the PM of India.,te,https://image.tmdb.org/t/p/w500/rTuRBrq4VPVSq0On20mYgOeW1ik.jpg,3.7,S. J. Suryah,Sri Kanakaratna Movies,
Harlem Hostel,2010,"35, 18",Friends from Queens decide to move into a run down Harlem brownstone ultimately converting it into an illegal youth hostel in order to make ends meet.,en,N/A,0,Nestor Miranda,Mira Productions,
Prince of Persia: The Sands of Time,2010,"12, 14, 28","A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",en,https://image.tmdb.org/t/p/w500/siNGMLdOUNYLEGtlsnmQcpO2XZX.jpg,6.281,Mike Newell,"Walt Disney Pictures, Jerry Bruckheimer Films",
The Deafening Silence of a Very Bright Light,2009,18,"Photographer Barnard Jacobs is dying and Ashley, the woman he loves, won't admit her feelings for him. She's too wrapped up in her cocaine addiction and desire to find a wealthy husband. When fashionista Madeleine begs Barnard to call Ashley for drugs, a party develops. Madeline pairs off with a rich tech executive named Boccaccio. Barnard goes home, where Ashley, seeking peace and solitude, joins him. In flashback, Barnard recalls how his best friend Pickering hired him to take photos of women's eyes. He hired Ashley and the two forged a deep connection. Back in the present, Boccaccio and Madeleine do drugs and become removed from the world. As Barnard learns death is near, he reaches out to Ashley in a final attempt to save both of them.",en,https://image.tmdb.org/t/p/w500/udlNEnO5mGrooocIMr8CHPedRTM.jpg,5,Mark L. Feinsod,,
Stiffs,2010,35,"Frank Tramontana, a hearse driver who unwittingly gets drawn into a scheme his co-workers have concocted for a series of unfortunate ""accidents"" designed to clean up the neighborhood and fill their funeral parlor with much needed customers.",en,https://image.tmdb.org/t/p/w500/Iaorqi69UYbyg2TKjrG7ZAVKhe.jpg,6,Frank Ciota,Mavex Productions,
Raakh,2010,,"After losing his love to the son of a gangster, a loyal gang-member must try and protect his family.",hi,N/A,0,Hansal Mehta,,
Unstoppable,2010,"28, 53","A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",en,https://image.tmdb.org/t/p/w500/zKvHwL0GqLOear8rTnUPSTRYY0r.jpg,6.6,Tony Scott,"Prospect Park, Scott Free Productions, Firm Films, Millbrook Farm Productions, 20th Century Fox, Dune Entertainment",
The Horror of the Lady of the Lake,2010,"14, 27, 53","At the end of the 19th century, an English couple arrives in an uninhabited Spanish village with the intention of inhabiting a house they have inherited. There they will meet the castle ruled by the Countess of Baltán, her daughters and a couple of scientists who are trying to end their reign of terror.",en,https://image.tmdb.org/t/p/w500/379jsNrcGsBDyjK5AMu6g7XXbr5.jpg,0,Diego Vázquez,Áticus Films,
The Greater Meaning of Water,2010,18,"Freediver Max Avery (Justin Flint Williford) journeys to his inner-most depths as he pursues competitive freediving as a relief from a chronic lung disease. Yet his passion for the extreme sport is widening a rift between him and his father (Mark Brunetti), a physician, who hears his son's risky descents will cost him his life. As Max trains for one last world record attempt, he must convince his father that the perilous dive may be his only chance of triumphing over his illness.",en,N/A,5,Sky Christopherson,,
Perfect Life,2010,"27, 53",About college students that experience horrifying visions from the past while undergoing a fraternity initiation.,en,https://image.tmdb.org/t/p/w500/eVoJUUpk2w2bZRA2eCDrUYKmyxZ.jpg,3.8,Josef Rusnak,,
The Losers,2010,"28, 12, 80, 9648, 53","On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",en,https://image.tmdb.org/t/p/w500/e5oD3fuQpjZ8Po6WNW0VkUJmW52.jpg,6.268,Sylvain White,"Dark Castle Entertainment, Weed Road Pictures, Warner Bros. Pictures, DC Vertigo",
Bandage,2010,"18, 10402, 10749","Set in the 1990s during Japan's ""band boom"" era, the film tells the tale of a girl in high school, Asako, who goes to a concert and meets Natsu, vocalist of the new band LANDS. Asako ends up being the band manager, but as the band's popularity starts to soar, the band's friendship begins to suffer.",ja,https://image.tmdb.org/t/p/w500/7Q6Rwb0bo878HZyHKTgnxn25MDT.jpg,6,Takeshi Kobayashi,"Nippon Television Network Corporation, D.N. Dream Partners, OORONG-SHA, Rockwell Eyes, J Storm, VAP, TOHO, Yomiuri Telecasting Corporation, keyworks, Basara Pictures",
Barry Munday,2010,"35, 18, 10749","Barry Munday, a libido-driven wage slave who spends all his time either ogling, fantasizing about or trying to pick up women, wakes up in hospital after a freak attack only to find that his testicles have been removed.",en,https://image.tmdb.org/t/p/w500/ctHpUBRpnuGtwF4mYkKQVdjG8NI.jpg,5.7,Chris D'Arienzo,"Prospect Pictures, Stick 'N' Stone Productions, Corner Store Entertainment, Far Hills Pictures",
Chasing 3000,2010,18,"As the 1972 baseball season draws to a close and star player Roberto Clemente prepares to knock hit number 3,000 out of the park, two brothers -- one of whom is afflicted with muscular dystrophy -- make the drive from Los Angeles to Pittsburgh in hopes of witnessing sports history in the making. Based on a true story, Chasing 3000 is directed by Gregory J. Lanesey and features Ray Liotta.",en,https://image.tmdb.org/t/p/w500/koA9VgXTKl7NqnybxYjyy3AODtL.jpg,5.4,Greg Lanesey,"Velocity Pictures, Pretty Dangerous Films",
The Invited,2010,27,"A young married couple who are pregnant with their first child moves into their turn-of-the-century home where they discover that a great evil has resided there for nearly a century, unleashed by a previous occupant.",en,https://image.tmdb.org/t/p/w500/kUpZn80N6F4jtPEoXv87Xuwhvwz.jpg,3.3,Ryan McKinney,Dark Portal LLC,
Furry Vengeance,2010,"10751, 35","When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",en,https://image.tmdb.org/t/p/w500/vR8BBTRxU2xu0FvrTTio8CvCwi3.jpg,5.016,Roger Kumble,Robert Simonds Productions,
Ramona and Beezus,2010,"35, 10751","Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",en,https://image.tmdb.org/t/p/w500/r9HUYkHyBgGIgqn9FZKBW4zGsYd.jpg,6.535,Elizabeth Allen Rosenbaum,"Dune Entertainment, Di Novi Pictures",
Good Sharma,2010,,An Indian Taxi driver in New York goes back to his village and builds a school for girls.,en,N/A,0,Suri Krishnamma,,
O Inimigo Sem Rosto,2010,"18, 80","A plot that surrounds police officers, politicians and consultants who crudely demonstrate the lines apparently hidden of the political system and public institutions.",pt,https://image.tmdb.org/t/p/w500/FIzLj83vksgVGZPjRC9Mxkub9S.jpg,0,José Farinha,Take 2000,
Tranced,2010,,"Tranced will allow audience members to truly experience the movie in a whole new way. Tranced will hypnotize willing audience members to participate with the movie in a way no other movie going experience ever has. When the characters on the screen get hot or cold, so does the audience. When they ride a roller coaster, audience members will feel as though they too are riding the same ride. The story follows single-mom Annie Bodie and her quest to find out that life really has great things to offer her other than a dead-end job where she hates her boss, pointless personal relationships, and the stress and anxieties of everyday life. It is at this crucial junction in her life where she meets billionaire philanthropist Sterling Wynns, who takes her on a mental, physical, and emotional ride unlike anything she has ever experienced. It is on this journey that she realizes that happiness is truly more attainable than she ever realized and she truly can get what she wants out of life.",en,N/A,0,David Mickey Evans,"Hypnovision Productions, Lotus Pictures, Sylver Enterprises",
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,"99, 10402",The life and work of the enigmatic singer-songwriter Harry Nilsson.,en,https://image.tmdb.org/t/p/w500/uh3jCuKCd50EwBYPSUMG9rK9v6y.jpg,7.1,John Scheinfeld,"LSL Productions, Authorized Pictures",
Love & Other Drugs,2010,"18, 35, 10749","Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",en,https://image.tmdb.org/t/p/w500/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg,7.05,Edward Zwick,"Fox 2000 Pictures, Regency Enterprises, New Regency Pictures, Stuber Pictures, Bedford Falls Productions, Dune Entertainment",
The Legend of Secret Pass,2010,"14, 16, 10751","A Native American teenager named Manu spends the summer with his grandfather high in the desert mountains. As a terrifying doom approaches, Manu must embrace his remarkable destiny and take on an incredible responsibility if he and his family are to thrive and survive.",en,https://image.tmdb.org/t/p/w500/dFC6tJmIeAAR6RrPGqVR3fyPQeO.jpg,5.8,Steve Trenbirth,"JC2 Animated Entertainment, Lords Productions, Strategic Dreamers, 310 Studios, Arkwatch Holdings",
Me and My Umbrella,2010,"10751, 14, 12","Eugênio (Lucas Cotrim) é um garoto de 11 anos que jamais se separa do guarda chuva herdado de seu avô. No último dia de férias ele e Cebola (Victor Froiman), seu melhor amigo, precisam entrar na sombria casa onde fica sua nova escola. O motivo é para resgatar Frida (Rafaela Victor), a grande paixão de Eugênio, que foi sequestrada pelo fantasma do Barão Von Staffen (Daniel Dantas)",pt,https://image.tmdb.org/t/p/w500/gyfNyuKNIQeXreMSZ2Est6azY3w.jpg,6.6,Toni Vanzolini,Conspiração Filmes,
King of the Avenue,2010,"28, 12, 53",A drug dealer sells his soul to the devil to become the top drug dealer on the block.,en,https://image.tmdb.org/t/p/w500/JHyRj8Sc83yKRdS9wT74QNxoyl.jpg,4.7,Ryan Combs,Freedom Reign Productions,
The Chosen Heaven,2012,18,A well-intentioned novice priest tries to stay out of two older clerics' criminal scheme. Until money and a girl come into play.,es,https://image.tmdb.org/t/p/w500/jOSH6j4tK5maBIoYyJDw3F6nm14.jpg,4,Víctor González,Kinofilm,
The Rain Fairy,2010,"10751, 14","The elements that rule Earth - Air, Fire, Earth and Water - are in their ""regular inspection tour"". We are following Water, in the form of the Rain Fairy. Traversing the land dressed like a poor woman, she learns that people really have begun focusing mainly on money and that love and goodness are disappearing.",cs,https://image.tmdb.org/t/p/w500/qbzxSqQ2hQM6g15RIuNCpRuKq24.jpg,5.3,Milan Cieslar,Česká televize,
The Illusionist,2010,"16, 18",A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,fr,https://image.tmdb.org/t/p/w500/Ac2tNYW9sRaOhmtMJQuhf2mvo00.jpg,7.221,Sylvain Chomet,"Django Films, France 3 Cinéma, Ciné B, Pathé",
Night Catches Us,2010,"18, 10749","After growing up during the tumultuous 1960s, ex-Black Panther Marcus returns to his home in Philadelphia in 1976 and reconnects with Pat, the widow of a Panther leader. Marcus befriends Pat's young daughter and attempts to conquer his demons. Interfering with Marcus's good intentions are the neighborhood's continuing racial and social conflicts, as well as old enemies and friends -- both with scores to settle.",en,https://image.tmdb.org/t/p/w500/19Hpp2GpooohO0DorCR9nGwJ6L7.jpg,4.711,Tanya Hamilton,"3 Arts Entertainment, Wild Bunch",
